Site,Date,Block,Treatment,Time,Weather,Video,Frames,nspectra,nchannels,scene_height,scene_width,scene_channels,timestamp_s,timestamp_us,frame_rate,exposure,gain,scene_exposure,scene_gain,camera_serial_id,edge_compute_serial_id,sdk_version,calibration,scene_dtype,spectra_dtype,description
Wytham,2024/06/26,A,NPK_CESS,10:12:18,Sunny / warm - some cloud later in session,Video,25,4384,96,2048,2432,3,3758,608434,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:12:40,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,3780,610582,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:12:41,Sunny / warm - some cloud later in session,Video,40,4384,96,2048,2432,3,3782,610778,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:17:22,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4062,138013,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:25:29,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4549,703965,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:25:35,Sunny / warm - some cloud later in session,Video,60,4384,96,2048,2432,3,4555,704543,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:26:13,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4593,208162,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:26:14,Sunny / warm - some cloud later in session,Video,66,4384,96,2048,2432,3,4595,208355,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:26:58,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4638,712551,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:27:00,Sunny / warm - some cloud later in session,Video,54,4384,96,2048,2432,3,4641,212792,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:27:36,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4676,716215,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:27:37,Sunny / warm - some cloud later in session,Video,57,4384,96,2048,2432,3,4678,216359,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:28:15,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4715,719972,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:28:17,Sunny / warm - some cloud later in session,Video,55,4384,96,2048,2432,3,4718,220212,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:13:46,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1711,127103,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:13:53,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1718,127790,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:14:01,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1726,628624,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:14:09,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1734,129359,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:14:59,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1784,134249,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:15:04,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1789,634786,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:15:12,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1797,135517,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:15:18,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1803,636151,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:15:28,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1813,137077,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:16:14,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1859,141550,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:16:17,Sunny / warm - some cloud later in session,Video,19,4384,96,2048,2432,3,1862,641890,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:02,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1907,646253,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:04,Sunny / warm - some cloud later in session,Video,25,4384,96,2048,2432,3,1909,646447,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:24,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1929,648385,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:27,Sunny / warm - some cloud later in session,Video,30,4384,96,2048,2432,3,1932,648676,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:51,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1956,651003,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:17:54,Sunny / warm - some cloud later in session,Video,20,4384,96,2048,2432,3,1960,151343,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:18:12,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1977,653040,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:18:15,Sunny / warm - some cloud later in session,Video,19,4384,96,2048,2432,3,1980,653332,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:20:55,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2140,668859,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:20:57,Sunny / warm - some cloud later in session,Video,36,4384,96,2048,2432,3,2143,169102,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:21:23,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2168,671574,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:21:24,Sunny / warm - some cloud later in session,Video,25,4384,96,2048,2432,3,2169,671671,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:21:44,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2189,173563,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:21:52,Sunny / warm - some cloud later in session,Video,42,4384,96,2048,2432,3,2198,174436,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:22:21,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2226,177151,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:22:23,Sunny / warm - some cloud later in session,Video,25,4384,96,2048,2432,3,2228,677393,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:22:44,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2249,679428,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:22:46,Sunny / warm - some cloud later in session,Video,24,4384,96,2048,2432,3,2252,179670,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:23:57,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2322,186455,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:24:06,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2331,687375,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:24:12,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2337,187908,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:24:19,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2344,188587,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:24:27,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2352,689410,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:26:52,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2497,703470,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:26:56,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2501,703858,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:27:02,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2507,704440,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:27:10,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2515,205168,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:27:18,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2523,205945,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:28:18,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2583,711820,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:28:21,Sunny / warm - some cloud later in session,Video,33,4384,96,2048,2432,3,2586,712111,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:28:43,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2608,714248,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:28:45,Sunny / warm - some cloud later in session,Video,36,4384,96,2048,2432,3,2611,214491,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:29:10,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2635,716871,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:29:12,Sunny / warm - some cloud later in session,Video,60,4384,96,2048,2432,3,2637,717065,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:29:48,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2673,220514,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:29:50,Sunny / warm - some cloud later in session,Video,45,4384,96,2048,2432,3,2676,220806,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:30:19,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2704,223527,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,NPK_DIST,13:30:21,Sunny / warm - some cloud later in session,Video,41,4384,96,2048,2432,3,2707,223818,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:34:09,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1621,322176,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:34:18,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1629,823005,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:34:28,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1640,324030,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:34:36,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1648,824859,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:34:45,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1656,825640,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:35:51,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1722,832084,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:35:52,Sunny / warm - some cloud later in session,Video,63,4384,96,2048,2432,3,1724,832279,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:36:29,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1761,335843,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:36:31,Sunny / warm - some cloud later in session,Video,65,4384,96,2048,2432,3,1763,336038,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:37:10,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1802,339839,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:37:13,Sunny / warm - some cloud later in session,Video,49,4384,96,2048,2432,3,1805,840180,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:37:46,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1837,843293,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:37:48,Sunny / warm - some cloud later in session,Video,41,4384,96,2048,2432,3,1840,343536,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:38:16,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1867,846209,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:38:17,Sunny / warm - some cloud later in session,Video,33,4384,96,2048,2432,3,1869,846403,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:48:23,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,188,404866,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:48:26,Sunny / warm - some cloud later in session,Video,69,4384,96,2048,2432,3,191,905207,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:49:08,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,233,909298,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:49:11,Sunny / warm - some cloud later in session,Video,47,4384,96,2048,2432,3,236,909590,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:49:36,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,261,411976,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:49:47,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,272,413047,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:49:48,Sunny / warm - some cloud later in session,Video,48,4384,96,2048,2432,3,274,413241,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:50:24,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,309,916695,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:50:26,Sunny / warm - some cloud later in session,Video,43,4384,96,2048,2432,3,312,416938,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:50:57,Sunny / warm - some cloud later in session,Video,2,4384,96,2048,2432,3,343,419953,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:50:59,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,344,420051,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:51:00,Sunny / warm - some cloud later in session,Video,49,4384,96,2048,2432,3,346,420245,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:52:29,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,434,928854,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:52:36,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,440,929437,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:52:43,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,448,930215,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:52:50,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,454,930798,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:53:01,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,465,931866,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:56:00,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,644,949221,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:56:05,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,650,449752,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:56:13,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,658,950572,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:56:21,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,665,951248,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,12:56:33,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,678,452453,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:02,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,887,472704,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:04,Sunny / warm - some cloud later in session,Video,39,4384,96,2048,2432,3,889,472899,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:30,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,914,975391,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:32,Sunny / warm - some cloud later in session,Video,36,4384,96,2048,2432,3,917,975685,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:57,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,942,978130,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:00:59,Sunny / warm - some cloud later in session,Video,46,4384,96,2048,2432,3,944,978326,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,B,DIST,13:01:27,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,972,981065,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
