Site,Date,Block,Treatment,Time,Weather,Video,Frames,nspectra,nchannels,scene_height,scene_width,scene_channels,timestamp_s,timestamp_us,frame_rate,exposure,gain,scene_exposure,scene_gain,camera_serial_id,edge_compute_serial_id,sdk_version,calibration,scene_dtype,spectra_dtype,description
Wytham,2024/06/25,A,NPK_DIST,11:33:13,Sunny / warm,Single,1,4384,96,2048,2432,3,3689,757646,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:33:15,Sunny / warm,Video,43,4384,96,2048,2432,3,3691,757841,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:33:47,Sunny / warm,Single,1,4384,96,2048,2432,3,3723,260930,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:33:49,Sunny / warm,Video,43,4384,96,2048,2432,3,3725,761175,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:34:20,Sunny / warm,Single,1,4384,96,2048,2432,3,3756,764218,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:34:21,Sunny / warm,Video,42,4384,96,2048,2432,3,3758,264366,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:34:51,Sunny / warm,Single,1,4384,96,2048,2432,3,3787,767262,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:34:53,Sunny / warm,Video,33,4384,96,2048,2432,3,3789,767458,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,11:58:38,Sunny / warm,Single,1,4384,96,2048,2432,3,5214,590095,2000000,1000,0,1000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,12:27:37,Sunny / warm,Single,1,4384,96,2048,2432,3,221,345215,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Single,1,4384,96,2048,2432,3,2576,65368,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Video,23,4384,96,2048,2432,3,2581,565914,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Single,1,4384,96,2048,2432,3,2615,569292,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Video,29,4384,96,2048,2432,3,2619,69640,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Single,1,4384,96,2048,2432,3,2651,72820,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,NPK_DIST,20:24:06,Sunny / warm,Video,24,4384,96,2048,2432,3,2653,73018,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:13:33,Sunny / warm,Single,1,4384,96,2048,2432,3,6109,638178,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:13:41,Sunny / warm,Video,27,4384,96,2048,2432,3,6118,139004,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:14:12,Sunny / warm,Single,1,4384,96,2048,2432,3,6148,641970,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:14:13,Sunny / warm,Video,25,4384,96,2048,2432,3,6150,642165,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:14:39,Sunny / warm,Single,1,4384,96,2048,2432,3,6176,144644,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:14:41,Sunny / warm,Video,27,4384,96,2048,2432,3,6178,144838,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:15:48,Sunny / warm,Single,1,4384,96,2048,2432,3,6244,651298,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:15:49,Sunny / warm,Video,29,4384,96,2048,2432,3,6246,151444,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,11:59:04,Sunny / warm,Single,1,4384,96,2048,2432,3,5241,92672,2000000,1000,0,1000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,11:59:12,Sunny / warm,Video,29,4384,96,2048,2432,3,5249,593499,2000000,1000,0,1000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,11:59:40,Sunny / warm,Single,1,4384,96,2048,2432,3,5277,96172,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,11:59:41,Sunny / warm,Video,32,4384,96,2048,2432,3,5278,596318,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:00:09,Sunny / warm,Single,1,4384,96,2048,2432,3,5305,598943,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:00:10,Sunny / warm,Video,34,4384,96,2048,2432,3,5307,99089,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:00:39,Sunny / warm,Single,1,4384,96,2048,2432,3,5335,601860,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:00:40,Sunny / warm,Video,27,4384,96,2048,2432,3,5337,602055,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:04:37,Sunny / warm,Single,1,4384,96,2048,2432,3,5573,624963,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:04:39,Sunny / warm,Video,30,4384,96,2048,2432,3,5576,125206,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:05:04,Sunny / warm,Single,1,4384,96,2048,2432,3,5600,627584,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:05:05,Sunny / warm,Video,36,4384,96,2048,2432,3,5602,627778,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:05:32,Sunny / warm,Single,1,4384,96,2048,2432,3,5628,130255,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:05:38,Sunny / warm,Video,43,4384,96,2048,2432,3,5634,630886,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:06:09,Sunny / warm,Single,1,4384,96,2048,2432,3,5665,633897,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:06:11,Sunny / warm,Video,22,4384,96,2048,2432,3,5668,134139,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:27:48,Sunny / warm,Single,1,4384,96,2048,2432,3,232,346279,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:27:50,Sunny / warm,Video,36,4384,96,2048,2432,3,234,846521,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:28:25,Sunny / warm,Single,1,4384,96,2048,2432,3,269,349862,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:28:27,Sunny / warm,Video,32,4384,96,2048,2432,3,271,350055,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:28:53,Sunny / warm,Single,1,4384,96,2048,2432,3,296,852527,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:28:54,Sunny / warm,Video,22,4384,96,2048,2432,3,298,352672,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:29:16,Sunny / warm,Single,1,4384,96,2048,2432,3,320,354804,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:32:37,Sunny / warm,Single,1,4384,96,2048,2432,3,520,874231,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:32:43,Sunny / warm,Video,32,4384,96,2048,2432,3,526,874812,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:33:15,Sunny / warm,Single,1,4384,96,2048,2432,3,558,877908,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:33:16,Sunny / warm,Video,27,4384,96,2048,2432,3,560,378053,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:33:41,Sunny / warm,Single,1,4384,96,2048,2432,3,584,880423,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:33:42,Sunny / warm,Video,24,4384,96,2048,2432,3,585,880519,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:34:03,Sunny / warm,Single,1,4384,96,2048,2432,3,606,882549,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:34:06,Sunny / warm,Video,32,4384,96,2048,2432,3,609,882839,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:37:45,Sunny / warm,Single,1,4384,96,2048,2432,3,828,903972,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:37:52,Sunny / warm,Video,30,4384,96,2048,2432,3,836,404695,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:38:48,Sunny / warm,Single,1,4384,96,2048,2432,3,891,797717,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:38:50,Sunny / warm,Video,23,4384,96,2048,2432,3,894,297959,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:39:11,Sunny / warm,Single,1,4384,96,2048,2432,3,915,299990,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:39:13,Sunny / warm,Video,40,4384,96,2048,2432,3,917,800232,2000000,8000,0,8000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:39:42,Sunny / warm,Single,1,4384,96,2048,2432,3,946,302993,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:39:43,Sunny / warm,Video,43,4384,96,2048,2432,3,947,803138,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:40:52,Sunny / warm,Single,1,4384,96,2048,2432,3,1016,241004,10000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:40:53,Sunny / warm,Video,129,4384,96,2048,2432,3,1017,341052,10000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:41:21,Sunny / warm,Single,1,4384,96,2048,2432,3,1045,842606,20000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/25,A,CONTROL,12:41:22,Sunny / warm,Video,196,4384,96,2048,2432,3,1046,842650,20000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:27:11,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1052,679814,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:27:14,Sunny / warm - some cloud later in session,Video,26,4384,96,2048,2432,3,1055,680109,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:28:38,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1138,688293,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:28:40,Sunny / warm - some cloud later in session,Video,24,4384,96,2048,2432,3,1141,188539,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:29:03,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,1164,190807,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:29:05,Sunny / warm - some cloud later in session,Video,27,4384,96,2048,2432,3,1166,691053,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:45:30,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2151,287986,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:45:32,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2152,788134,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:45:37,Sunny / warm - some cloud later in session,Video,54,4384,96,2048,2432,3,2158,288675,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:46:12,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2193,292118,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:46:14,Sunny / warm - some cloud later in session,Video,36,4384,96,2048,2432,3,2195,792363,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:46:47,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2227,795510,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:46:48,Sunny / warm - some cloud later in session,Video,39,4384,96,2048,2432,3,2229,295657,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:48:00,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2301,302732,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:48:01,Sunny / warm - some cloud later in session,Video,30,4384,96,2048,2432,3,2302,802879,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:48:57,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2357,808278,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:48:58,Sunny / warm - some cloud later in session,Video,35,4384,96,2048,2432,3,2359,308425,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:54:25,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2685,840369,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:54:27,Sunny / warm - some cloud later in session,Video,33,4384,96,2048,2432,3,2688,340612,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:55:01,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2722,343917,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:55:03,Sunny / warm - some cloud later in session,Video,28,4384,96,2048,2432,3,2724,344111,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:56:43,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2823,853735,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:56:44,Sunny / warm - some cloud later in session,Video,74,4384,96,2048,2432,3,2825,853928,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:57:36,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2877,358885,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:57:37,Sunny / warm - some cloud later in session,Video,50,4384,96,2048,2432,3,2878,358981,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:58:33,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,2934,364356,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK,09:58:35,Sunny / warm - some cloud later in session,Video,46,4384,96,2048,2432,3,2936,364547,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:17:50,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4090,640777,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:17:52,Sunny / warm - some cloud later in session,Video,57,4384,96,2048,2432,3,4093,141019,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:18:46,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4146,146142,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:18:49,Sunny / warm - some cloud later in session,Video,25,4384,96,2048,2432,3,4150,146528,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:19:21,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4181,149520,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:19:23,Sunny / warm - some cloud later in session,Video,44,4384,96,2048,2432,3,4183,649761,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:19:54,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4214,652748,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:19:57,Sunny / warm - some cloud later in session,Video,32,4384,96,2048,2432,3,4217,653037,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:20:25,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,4245,155683,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:20:26,Sunny / warm - some cloud later in session,Video,45,4384,96,2048,2432,3,4247,655924,2000000,20000,0,20000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:10:44,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,3665,99292,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:10:50,Sunny / warm - some cloud later in session,Video,39,4384,96,2048,2432,3,3671,99879,2000000,2000,0,2000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:11:20,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,3700,602765,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:11:21,Sunny / warm - some cloud later in session,Video,30,4384,96,2048,2432,3,3702,102911,2000000,5000,0,5000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:11:47,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,3727,605405,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:11:48,Sunny / warm - some cloud later in session,Video,42,4384,96,2048,2432,3,3729,105551,2000000,10000,0,10000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
Wytham,2024/06/26,A,NPK_CESS,10:12:17,Sunny / warm - some cloud later in session,Single,1,4384,96,2048,2432,3,3757,108288,2000000,15000,0,15000,0,0,-511167884,1.4.3,b'cal-85-56-1001231129-20240501-152449-000000',b'uint8',b'float32',
